filename,channels,width,height,class,xmin,ymin,xmax,ymax
2010_000043.jpg,3,333,500,cat,125,101,407,251
2010_000043.jpg,3,333,500,car,59,192,500,333
2010_000045.jpg,3,500,375,dog,1,1,374,499
2010_000048.jpg,3,500,375,cat,1,60,375,500
2010_000050.jpg,3,500,375,bottle,138,51,374,483
2010_000052.jpg,3,375,500,sheep,92,125,348,308
2010_000052.jpg,3,375,500,sheep,115,177,226,210
2010_000052.jpg,3,375,500,person,197,59,324,220
2010_000053.jpg,3,375,500,tvmonitor,61,57,498,320
2010_000054.jpg,3,360,500,cat,1,19,466,353
2010_000055.jpg,3,375,500,person,21,68,500,375
2010_000056.jpg,3,380,500,bicycle,50,73,457,268
2010_000061.jpg,3,361,500,dog,45,145,164,361
2010_000061.jpg,3,361,500,dog,87,40,186,209
2010_000061.jpg,3,361,500,dog,309,125,459,361
2010_000063.jpg,3,375,500,cow,214,70,500,299
2010_000063.jpg,3,375,500,cow,42,60,297,265
2010_000063.jpg,3,375,500,cow,1,74,86,207
2010_000065.jpg,3,500,375,bicycle,185,194,285,403
2010_000067.jpg,3,500,375,cat,161,218,301,293
2010_000069.jpg,3,355,500,bus,47,6,463,341
2010_000071.jpg,3,500,333,horse,1,207,149,428
2010_000071.jpg,3,500,333,horse,165,231,291,426
2010_000072.jpg,3,375,500,dog,117,58,437,375
2010_000073.jpg,3,333,500,car,10,34,500,333
2010_000074.jpg,3,351,500,dog,207,135,460,244
2010_000074.jpg,3,351,500,person,1,54,432,202
2010_000075.jpg,3,500,469,bird,55,41,432,500
2010_000076.jpg,3,332,500,car,470,64,500,99
2010_000076.jpg,3,332,500,motorbike,210,138,285,195
2010_000076.jpg,3,332,500,person,230,115,280,175
2010_000079.jpg,3,375,500,dog,195,89,420,324
2010_000079.jpg,3,375,500,dog,117,225,232,347
2010_000080.jpg,3,333,500,person,415,244,437,295
2010_000080.jpg,3,333,500,person,414,220,437,250
2010_000080.jpg,3,333,500,person,383,195,399,227
2010_000080.jpg,3,333,500,train,1,162,203,327
2010_000080.jpg,3,333,500,train,163,162,422,333
2010_000080.jpg,3,333,500,train,435,170,500,221
2010_000082.jpg,3,375,500,dog,66,21,410,349
2010_000083.jpg,3,334,500,bicycle,43,212,127,310
2010_000083.jpg,3,334,500,person,81,154,137,301
2010_000083.jpg,3,334,500,bottle,76,239,85,260
2010_000084.jpg,3,375,500,boat,101,116,347,235
2010_000084.jpg,3,375,500,person,166,131,201,183
2010_000084.jpg,3,375,500,person,256,85,318,133
2010_000085.jpg,3,333,500,train,1,77,500,237
2010_000087.jpg,3,375,500,motorbike,1,58,465,323
2010_000087.jpg,3,375,500,person,445,121,500,375
2010_000087.jpg,3,375,500,person,432,83,448,131
2010_000087.jpg,3,375,500,person,467,90,500,176
2010_000088.jpg,3,375,500,diningtable,1,131,500,374
2010_000089.jpg,3,375,500,sheep,199,111,399,252
2010_000089.jpg,3,375,500,bottle,147,97,205,137
2010_000089.jpg,3,375,500,person,1,1,220,331
2010_000090.jpg,3,375,500,dog,139,34,380,360
2010_000090.jpg,3,375,500,chair,11,1,464,375
2010_000091.jpg,3,333,500,aeroplane,167,132,288,229
2010_000095.jpg,3,500,375,horse,163,127,301,327
2010_000095.jpg,3,500,375,person,225,159,324,348
2010_000095.jpg,3,500,375,person,10,156,89,324
2010_000095.jpg,3,500,375,person,57,149,88,297
2010_000095.jpg,3,500,375,person,88,149,124,289
2010_000095.jpg,3,500,375,person,115,189,145,284
2010_000095.jpg,3,500,375,person,170,192,195,285
2010_000097.jpg,3,375,500,sofa,395,143,500,334
2010_000097.jpg,3,375,500,sofa,1,90,396,344
2010_000097.jpg,3,375,500,person,72,59,255,351
2010_000097.jpg,3,375,500,person,221,45,361,350
2010_000097.jpg,3,375,500,person,351,104,500,341
2010_000098.jpg,3,375,500,dog,146,154,419,353
2010_000099.jpg,3,422,500,cat,46,55,465,394
2010_000103.jpg,3,375,500,bird,180,172,223,282
2010_000109.jpg,3,465,500,cat,71,40,384,464
2010_000110.jpg,3,500,333,dog,95,59,333,420
2010_000110.jpg,3,500,333,person,63,1,333,388
2010_000111.jpg,3,333,500,aeroplane,28,57,432,212
2010_000111.jpg,3,333,500,aeroplane,403,181,484,199
2010_000113.jpg,3,375,500,bicycle,107,7,466,317
2010_000114.jpg,3,375,500,cat,29,99,484,294
2010_000117.jpg,3,333,500,sheep,204,165,269,259
2010_000118.jpg,3,500,375,cat,68,20,225,312
2010_000120.jpg,3,500,399,person,9,10,393,481
2010_000124.jpg,3,375,500,dog,1,2,308,374
2010_000124.jpg,3,375,500,dog,269,58,402,374
2010_000124.jpg,3,375,500,person,3,1,471,374
2010_000124.jpg,3,375,500,chair,382,37,500,375
2010_000127.jpg,3,500,375,dog,51,28,359,386
2010_000127.jpg,3,500,375,chair,1,110,69,377
2010_000127.jpg,3,500,375,person,1,54,65,305
2010_000131.jpg,3,374,500,bottle,147,128,259,262
2010_000131.jpg,3,374,500,person,112,1,500,374
2010_000132.jpg,3,500,330,pottedplant,151,130,320,500
2010_000133.jpg,3,375,500,person,256,95,372,307
2010_000133.jpg,3,375,500,person,23,92,100,286
2010_000133.jpg,3,375,500,person,31,98,145,297
2010_000133.jpg,3,375,500,person,160,106,209,301
2010_000133.jpg,3,375,500,person,113,110,194,301
2010_000133.jpg,3,375,500,person,188,83,285,306
2010_000133.jpg,3,375,500,person,345,168,368,225
2010_000136.jpg,3,333,500,train,51,1,500,333
2010_000137.jpg,3,500,333,bottle,32,116,228,500
2010_000138.jpg,3,375,500,horse,432,183,475,229
2010_000138.jpg,3,375,500,horse,205,178,264,237
2010_000138.jpg,3,375,500,horse,9,175,93,233
2010_000139.jpg,3,375,500,sheep,254,204,355,278
2010_000139.jpg,3,375,500,horse,1,75,166,308
2010_000139.jpg,3,375,500,person,482,125,500,254
2010_000139.jpg,3,375,500,person,195,131,247,287
2010_000139.jpg,3,375,500,person,234,92,297,269
2010_000140.jpg,3,375,500,dog,81,224,273,375
2010_000140.jpg,3,375,500,person,1,88,352,375
2010_000140.jpg,3,375,500,person,263,45,500,375
2010_000141.jpg,3,500,371,tvmonitor,99,97,286,238
2010_000145.jpg,3,375,500,boat,10,220,357,283
2010_000148.jpg,3,375,500,bus,80,87,355,219
2010_000148.jpg,3,375,500,car,422,133,500,176
2010_000148.jpg,3,375,500,person,55,115,153,375
2010_000148.jpg,3,375,500,person,222,172,242,228
2010_000148.jpg,3,375,500,person,5,119,77,308
2010_000151.jpg,3,500,400,bird,96,235,236,376
2010_000152.jpg,3,433,500,dog,2,12,500,433
2010_000157.jpg,3,375,500,cat,1,53,500,374
2010_000159.jpg,3,333,500,dog,224,38,500,332
2010_000159.jpg,3,333,500,dog,1,1,276,333
2010_000160.jpg,3,375,500,car,17,24,482,368
2010_000160.jpg,3,375,500,car,1,31,150,140
2010_000162.jpg,3,437,500,dog,259,52,500,437
2010_000162.jpg,3,437,500,person,1,1,500,437
2010_000163.jpg,3,500,361,cat,1,1,335,426
2010_000165.jpg,3,356,500,bus,28,179,256,283
2010_000169.jpg,3,328,500,bird,335,46,459,214
2010_000170.jpg,3,500,375,dog,16,39,375,448
2010_000172.jpg,3,375,500,cat,336,103,420,263
2010_000172.jpg,3,375,500,cat,153,128,287,217
2010_000174.jpg,3,375,500,diningtable,1,310,452,374
2010_000174.jpg,3,375,500,person,55,111,214,322
2010_000174.jpg,3,375,500,person,136,13,384,328
2010_000175.jpg,3,333,500,cat,133,1,500,333
2010_000177.jpg,3,375,500,diningtable,1,254,324,375
2010_000177.jpg,3,375,500,chair,318,186,477,375
2010_000177.jpg,3,375,500,person,106,78,398,375
2010_000178.jpg,3,375,500,pottedplant,399,203,410,221
2010_000178.jpg,3,375,500,tvmonitor,389,220,423,248
2010_000178.jpg,3,375,500,person,151,208,222,283
2010_000178.jpg,3,375,500,sofa,114,217,247,328
2010_000178.jpg,3,375,500,chair,321,237,430,338
2010_000178.jpg,3,375,500,chair,153,296,215,364
2010_000178.jpg,3,375,500,chair,191,250,306,372
2010_000178.jpg,3,375,500,diningtable,1,320,208,375
2010_000182.jpg,3,333,500,person,1,1,458,333
2010_000182.jpg,3,333,500,cat,98,1,409,333
2010_000183.jpg,3,500,375,dog,79,133,374,483
2010_000184.jpg,3,500,333,bird,121,74,309,408
2010_000187.jpg,3,389,500,bus,80,17,425,348
2010_000187.jpg,3,389,500,bus,274,51,499,308
2010_000187.jpg,3,389,500,bus,17,121,88,260
2010_000189.jpg,3,500,469,sheep,102,27,418,395
2010_000190.jpg,3,321,500,sheep,270,102,448,290
2010_000193.jpg,3,375,500,aeroplane,1,40,499,293
2010_000194.jpg,3,375,500,car,355,117,413,155
2010_000194.jpg,3,375,500,car,192,117,229,146
2010_000195.jpg,3,375,500,boat,280,105,449,251
2010_000196.jpg,3,335,500,person,230,103,262,145
2010_000196.jpg,3,335,500,aeroplane,25,1,500,335
2010_000197.jpg,3,500,375,bird,13,326,231,500
2010_000197.jpg,3,500,375,bird,41,28,250,169
2010_000198.jpg,3,375,500,car,3,35,500,374
2010_000199.jpg,3,377,500,train,35,128,465,276
2010_000202.jpg,3,500,375,pottedplant,1,1,374,499
2010_000203.jpg,3,375,500,dog,76,75,362,210
2010_000203.jpg,3,375,500,dog,236,201,463,354
2010_000204.jpg,3,375,500,person,1,80,196,374
2010_000204.jpg,3,375,500,person,139,72,337,371
2010_000204.jpg,3,375,500,person,309,94,479,371
2010_000209.jpg,3,375,500,bicycle,61,59,473,313
2010_000211.jpg,3,329,500,car,9,12,500,323
2010_000213.jpg,3,404,500,bottle,22,1,488,404
2010_000216.jpg,3,200,300,dog,59,71,266,174
2010_000218.jpg,3,333,500,cat,1,38,500,332
2010_000222.jpg,3,500,333,bird,66,52,265,354
2010_000224.jpg,3,500,333,cat,110,265,333,497
2010_000224.jpg,3,500,333,person,1,5,333,500
2010_000227.jpg,3,375,500,dog,77,15,394,374
2010_000229.jpg,3,333,500,aeroplane,198,187,275,213
2010_000229.jpg,3,333,500,aeroplane,326,176,402,201
2010_000229.jpg,3,333,500,aeroplane,277,208,366,232
2010_000229.jpg,3,333,500,aeroplane,394,176,467,202
2010_000233.jpg,3,375,500,train,2,215,465,321
2010_000234.jpg,3,375,500,person,1,1,131,258
2010_000234.jpg,3,375,500,person,167,109,310,340
2010_000234.jpg,3,375,500,person,367,1,500,333
2010_000234.jpg,3,375,500,diningtable,410,171,500,290
2010_000234.jpg,3,375,500,chair,154,256,477,375
2010_000238.jpg,3,333,500,person,166,140,213,266
2010_000238.jpg,3,333,500,person,233,144,280,235
2010_000238.jpg,3,333,500,aeroplane,258,15,500,280
2010_000238.jpg,3,333,500,person,1,154,22,197
2010_000241.jpg,3,333,500,bird,144,58,424,290
2010_000244.jpg,3,333,500,cat,140,21,410,333
2010_000244.jpg,3,333,500,chair,1,1,500,333
2010_000245.jpg,3,375,500,dog,249,201,277,253
2010_000245.jpg,3,375,500,person,152,42,224,267
2010_000245.jpg,3,375,500,person,119,67,142,144
2010_000245.jpg,3,375,500,person,411,65,433,130
2010_000245.jpg,3,375,500,person,138,72,156,148
2010_000245.jpg,3,375,500,person,216,62,246,144
2010_000246.jpg,3,333,500,car,251,38,500,290
2010_000246.jpg,3,333,500,car,24,33,369,235
2010_000246.jpg,3,333,500,car,1,1,261,187
2010_000246.jpg,3,333,500,person,433,4,460,43
2010_000247.jpg,3,375,500,dog,77,1,416,375
2010_000248.jpg,3,375,500,car,3,105,500,315
2010_000248.jpg,3,375,500,car,1,5,182,163
2010_000249.jpg,3,375,500,person,40,162,51,182
2010_000249.jpg,3,375,500,person,48,165,57,181
2010_000249.jpg,3,375,500,train,153,133,326,186
2010_000249.jpg,3,375,500,car,11,177,68,235
2010_000249.jpg,3,375,500,car,1,175,36,254
2010_000250.jpg,3,333,500,aeroplane,5,62,495,230
2010_000254.jpg,3,376,500,bicycle,130,136,339,290
2010_000255.jpg,3,375,500,motorbike,5,22,500,335
2010_000256.jpg,3,300,500,sofa,54,44,420,239
2010_000256.jpg,3,300,500,bottle,247,128,270,204
2010_000256.jpg,3,300,500,person,241,30,354,185
2010_000260.jpg,3,375,500,aeroplane,1,28,500,375
2010_000261.jpg,3,500,500,cat,116,97,500,500
2010_000262.jpg,3,500,375,dog,69,262,134,327
2010_000262.jpg,3,500,375,motorbike,26,84,100,191
2010_000262.jpg,3,500,375,person,183,82,231,162
2010_000262.jpg,3,500,375,person,221,99,283,251
2010_000262.jpg,3,500,375,person,86,28,210,371
2010_000262.jpg,3,500,375,motorbike,1,98,19,199
2010_000262.jpg,3,500,375,person,318,73,336,95
2010_000263.jpg,3,375,500,dog,135,51,500,221
2010_000264.jpg,3,500,332,car,37,34,332,500
2010_000266.jpg,3,375,500,dog,19,82,466,313
2010_000266.jpg,3,375,500,person,1,1,500,375
2010_000269.jpg,3,375,500,cat,1,70,472,352
2010_000269.jpg,3,375,500,chair,363,1,500,228
2010_000269.jpg,3,375,500,chair,5,1,155,77
2010_000269.jpg,3,375,500,diningtable,1,77,500,375
2010_000270.jpg,3,334,500,aeroplane,16,22,465,299
2010_000272.jpg,3,281,500,boat,40,46,468,158
2010_000273.jpg,3,375,500,horse,180,104,305,235
2010_000276.jpg,3,401,500,dog,178,64,393,384
2010_000279.jpg,3,439,500,car,32,1,500,439
2010_000283.jpg,3,332,500,horse,142,72,476,332
2010_000283.jpg,3,332,500,horse,179,168,256,276
2010_000283.jpg,3,332,500,horse,70,121,162,332
2010_000283.jpg,3,332,500,horse,1,109,95,201
2010_000284.jpg,3,375,500,sofa,247,207,498,351
2010_000284.jpg,3,375,500,sofa,15,172,169,321
2010_000284.jpg,3,375,500,pottedplant,53,50,76,99
2010_000285.jpg,3,375,500,aeroplane,140,110,317,243
2010_000286.jpg,3,375,500,dog,138,54,445,289
2010_000291.jpg,3,375,500,cat,300,56,494,344
2010_000291.jpg,3,375,500,tvmonitor,227,1,500,277
2010_000291.jpg,3,375,500,tvmonitor,1,1,229,308
2010_000293.jpg,3,333,500,dog,185,72,500,277
2010_000295.jpg,3,357,500,aeroplane,137,131,326,210
2010_000296.jpg,3,333,500,horse,163,46,450,333
2010_000296.jpg,3,333,500,person,240,1,452,320
2010_000299.jpg,3,500,375,bird,200,205,277,244
2010_000302.jpg,3,332,500,car,72,65,417,288
2010_000303.jpg,3,227,360,cat,49,19,268,222
2010_000307.jpg,3,339,500,sheep,208,59,390,225
2010_000307.jpg,3,339,500,sheep,66,114,380,249
2010_000308.jpg,3,375,500,aeroplane,2,60,500,290
2010_000308.jpg,3,375,500,person,346,201,404,353
2010_000309.jpg,3,361,500,sheep,171,161,243,219
2010_000309.jpg,3,361,500,sheep,171,160,250,223
2010_000309.jpg,3,361,500,sheep,141,189,188,226
2010_000309.jpg,3,361,500,sheep,115,187,148,224
2010_000309.jpg,3,361,500,sheep,315,107,363,139
2010_000309.jpg,3,361,500,sheep,259,126,287,137
2010_000309.jpg,3,361,500,sheep,213,122,254,134
2010_000309.jpg,3,361,500,sheep,195,121,208,135
2010_000310.jpg,3,308,500,bottle,29,1,303,308
2010_000310.jpg,3,308,500,bottle,195,130,500,308
2010_000312.jpg,3,375,500,dog,10,36,500,309
2010_000313.jpg,3,375,500,person,461,310,498,368
2010_000313.jpg,3,375,500,person,82,83,132,207
2010_000313.jpg,3,375,500,person,36,172,118,369
2010_000313.jpg,3,375,500,train,28,1,499,374
2010_000317.jpg,3,375,500,cat,133,80,443,280
2010_000318.jpg,3,375,500,tvmonitor,336,64,500,249
2010_000318.jpg,3,375,500,tvmonitor,1,99,142,245
2010_000320.jpg,3,328,500,dog,1,1,403,315
2010_000321.jpg,3,334,500,train,58,177,104,231
2010_000321.jpg,3,334,500,train,111,134,365,244
2010_000323.jpg,3,375,500,aeroplane,1,102,500,369
2010_000324.jpg,3,324,255,person,29,1,255,324
2010_000325.jpg,3,500,375,bottle,22,170,100,400
2010_000325.jpg,3,500,375,bottle,312,96,332,161
2010_000325.jpg,3,500,375,diningtable,1,245,375,500
2010_000325.jpg,3,500,375,diningtable,183,171,375,225
2010_000327.jpg,3,371,500,sheep,1,235,21,301
2010_000327.jpg,3,371,500,sheep,95,240,137,285
2010_000327.jpg,3,371,500,sheep,284,272,339,330
2010_000327.jpg,3,371,500,sheep,329,277,361,328
2010_000327.jpg,3,371,500,sheep,349,266,397,322
2010_000327.jpg,3,371,500,sheep,430,315,499,371
2010_000327.jpg,3,371,500,sheep,383,285,425,323
2010_000327.jpg,3,371,500,sheep,419,255,462,313
2010_000327.jpg,3,371,500,sheep,378,246,439,288
2010_000327.jpg,3,371,500,dog,241,186,312,253
2010_000329.jpg,3,375,500,sofa,68,89,443,306
2010_000330.jpg,3,400,300,pottedplant,1,1,299,339
2010_000335.jpg,3,333,500,bird,243,144,305,176
2010_000336.jpg,3,375,500,car,1,1,500,375
2010_000337.jpg,3,375,500,chair,245,208,315,341
2010_000337.jpg,3,375,500,chair,183,223,271,369
2010_000337.jpg,3,375,500,chair,310,215,394,354
2010_000337.jpg,3,375,500,diningtable,225,235,377,375
2010_000342.jpg,3,375,500,bicycle,55,37,354,360
2010_000344.jpg,3,332,500,sofa,139,103,347,245
2010_000344.jpg,3,332,500,person,146,35,358,232
2010_000347.jpg,3,375,500,cat,1,58,500,375
2010_000349.jpg,3,374,500,chair,72,198,112,278
2010_000351.jpg,3,375,500,dog,44,96,176,353
2010_000352.jpg,3,360,480,person,1,132,32,192
2010_000352.jpg,3,360,480,person,1,102,93,253
2010_000352.jpg,3,360,480,person,79,105,200,273
2010_000352.jpg,3,360,480,person,272,84,480,326
2010_000352.jpg,3,360,480,bottle,91,240,123,360
2010_000352.jpg,3,360,480,diningtable,1,240,480,360
2010_000356.jpg,3,375,500,bicycle,133,1,500,371
2010_000358.jpg,3,375,500,person,1,98,317,375
2010_000358.jpg,3,375,500,person,274,142,399,375
2010_000358.jpg,3,375,500,person,153,113,311,375
2010_000358.jpg,3,375,500,person,349,142,500,375
2010_000361.jpg,3,375,500,sofa,57,98,345,375
2010_000361.jpg,3,375,500,chair,407,49,500,244
2010_000361.jpg,3,375,500,person,144,99,340,375
2010_000361.jpg,3,375,500,person,1,172,229,375
2010_000362.jpg,3,375,500,dog,1,1,474,375
2010_000370.jpg,3,364,500,dog,116,28,359,352
2010_000371.jpg,3,269,500,person,296,1,324,81
2010_000371.jpg,3,269,500,person,205,15,225,63
2010_000371.jpg,3,269,500,person,373,1,458,115
2010_000371.jpg,3,269,500,person,454,1,500,161
2010_000371.jpg,3,269,500,motorbike,26,67,473,256
2010_000371.jpg,3,269,500,motorbike,1,19,235,196
2010_000372.jpg,3,324,432,car,306,133,432,205
2010_000372.jpg,3,324,432,car,18,126,432,303
2010_000372.jpg,3,324,432,car,301,108,432,157
2010_000374.jpg,3,375,500,cat,234,30,500,375
2010_000375.jpg,3,375,500,bottle,81,151,100,172
2010_000375.jpg,3,375,500,bottle,471,156,486,178
2010_000375.jpg,3,375,500,bottle,307,202,318,226
2010_000375.jpg,3,375,500,tvmonitor,324,164,402,236
2010_000375.jpg,3,375,500,person,6,115,164,326
2010_000375.jpg,3,375,500,bottle,459,157,464,178
2010_000376.jpg,3,375,500,bus,50,108,387,281
2010_000377.jpg,3,382,295,person,1,9,295,362
2010_000379.jpg,3,375,500,tvmonitor,232,37,411,305
2010_000381.jpg,3,375,500,car,13,101,490,273
2010_000381.jpg,3,375,500,car,307,98,500,186
2010_000382.jpg,3,375,500,boat,1,95,342,291
2010_000384.jpg,3,333,500,chair,23,1,421,333
2010_000384.jpg,3,333,500,dog,107,26,459,313
2010_000386.jpg,3,333,500,sofa,25,137,446,309
2010_000386.jpg,3,333,500,chair,391,122,454,272
2010_000386.jpg,3,333,500,chair,326,137,441,267
2010_000386.jpg,3,333,500,tvmonitor,158,65,218,117
2010_000386.jpg,3,333,500,bottle,327,132,426,180
2010_000386.jpg,3,333,500,person,104,87,500,333
2010_000386.jpg,3,333,500,person,173,92,350,222
2010_000388.jpg,3,375,500,horse,133,49,412,333
2010_000389.jpg,3,333,500,cat,101,17,267,197
2010_000389.jpg,3,333,500,person,1,31,443,333
2010_000390.jpg,3,375,500,sheep,1,1,380,343
2010_000390.jpg,3,375,500,sheep,117,36,500,375
2010_000392.jpg,3,375,500,aeroplane,228,145,438,223
2010_000393.jpg,3,334,500,bird,195,2,473,88
2010_000393.jpg,3,334,500,bird,6,122,473,250
2010_000394.jpg,3,375,500,car,62,118,329,265
2010_000395.jpg,3,375,500,dog,9,45,354,375
2010_000399.jpg,3,384,500,pottedplant,1,42,500,384
2010_000401.jpg,3,333,500,bicycle,116,115,424,315
2010_000404.jpg,3,500,332,cat,90,43,315,485
2010_000406.jpg,3,375,500,train,1,123,432,328
2010_000406.jpg,3,375,500,train,430,202,500,288
2010_000409.jpg,3,375,500,cat,1,1,475,320
2010_000413.jpg,3,281,500,horse,311,60,485,187
2010_000413.jpg,3,281,500,horse,165,55,321,180
2010_000413.jpg,3,281,500,horse,42,50,163,171
2010_000413.jpg,3,281,500,person,1,63,20,149
2010_000415.jpg,3,333,500,dog,1,159,241,331
2010_000415.jpg,3,333,500,dog,210,87,384,332
2010_000415.jpg,3,333,500,person,385,1,500,102
2010_000418.jpg,3,333,500,aeroplane,11,100,489,217
2010_000419.jpg,3,333,500,diningtable,2,274,500,333
2010_000419.jpg,3,333,500,person,1,1,218,333
2010_000419.jpg,3,333,500,person,173,121,377,312
2010_000419.jpg,3,333,500,person,256,13,500,312
2010_000420.jpg,3,375,500,person,204,67,500,318
2010_000420.jpg,3,375,500,person,147,25,298,217
2010_000422.jpg,3,500,375,dog,5,55,312,479
2010_000426.jpg,3,334,500,bottle,71,1,428,333
2010_000427.jpg,3,375,500,cow,34,57,454,346
2010_000431.jpg,3,500,398,chair,3,243,146,490
2010_000431.jpg,3,500,398,person,128,56,279,480
2010_000432.jpg,3,333,500,person,171,32,294,311
2010_000432.jpg,3,333,500,person,293,149,355,292
2010_000433.jpg,3,331,500,motorbike,31,32,257,324
2010_000435.jpg,3,375,500,chair,164,205,311,363
2010_000435.jpg,3,375,500,chair,379,183,500,307
2010_000435.jpg,3,375,500,tvmonitor,259,95,323,153
2010_000436.jpg,3,375,500,sheep,92,36,285,184
2010_000436.jpg,3,375,500,sheep,174,56,397,242
2010_000437.jpg,3,335,500,aeroplane,59,107,476,287
2010_000439.jpg,3,375,500,cat,171,122,419,361
2010_000439.jpg,3,375,500,chair,203,1,456,135
2010_000442.jpg,3,375,500,cat,84,2,372,371
2010_000442.jpg,3,375,500,tvmonitor,31,165,354,375
2010_000444.jpg,3,333,500,bicycle,73,163,279,306
2010_000444.jpg,3,333,500,person,135,110,185,281
2010_000444.jpg,3,333,500,person,15,124,62,199
2010_000444.jpg,3,333,500,car,412,120,438,132
2010_000444.jpg,3,333,500,car,454,120,482,131
2010_000444.jpg,3,333,500,car,389,120,406,132
2010_000444.jpg,3,333,500,car,355,119,378,132
2010_000444.jpg,3,333,500,car,331,119,355,133
2010_000444.jpg,3,333,500,car,284,121,308,134
2010_000444.jpg,3,333,500,car,265,121,283,135
2010_000444.jpg,3,333,500,car,309,122,330,135
2010_000444.jpg,3,333,500,car,243,122,264,134
2010_000446.jpg,3,333,500,horse,1,222,58,332
2010_000446.jpg,3,333,500,horse,15,182,216,331
2010_000446.jpg,3,333,500,horse,203,82,359,331
2010_000446.jpg,3,333,500,person,286,1,500,333
2010_000446.jpg,3,333,500,person,59,126,191,333
2010_000446.jpg,3,333,500,person,209,214,281,333
2010_000447.jpg,3,347,500,chair,89,36,188,179
2010_000448.jpg,3,375,500,bottle,277,163,318,233
2010_000448.jpg,3,375,500,person,382,130,500,375
2010_000448.jpg,3,375,500,person,347,226,412,312
2010_000448.jpg,3,375,500,person,345,54,500,230
2010_000448.jpg,3,375,500,person,186,56,349,254
2010_000448.jpg,3,375,500,person,18,32,185,292
2010_000448.jpg,3,375,500,person,1,155,88,340
2010_000448.jpg,3,375,500,chair,28,137,69,152
2010_000448.jpg,3,375,500,chair,159,161,204,268
2010_000448.jpg,3,375,500,person,344,88,415,219
2010_000448.jpg,3,375,500,chair,153,147,179,168
2010_000449.jpg,3,375,500,tvmonitor,57,139,120,221
2010_000449.jpg,3,375,500,bottle,192,136,203,162
2010_000449.jpg,3,375,500,person,170,38,231,202
2010_000449.jpg,3,375,500,person,219,50,310,334
2010_000449.jpg,3,375,500,person,262,15,414,375
2010_000453.jpg,3,500,332,dog,128,233,263,472
2010_000456.jpg,3,375,500,dog,122,136,342,356
2010_000458.jpg,3,375,500,cat,98,47,411,375
2010_000459.jpg,3,375,500,bird,233,181,282,223
2010_000461.jpg,3,375,500,horse,149,109,500,375
2010_000461.jpg,3,375,500,person,423,1,500,373
2010_000462.jpg,3,385,500,person,157,142,257,328
2010_000462.jpg,3,385,500,bicycle,158,228,257,385
2010_000463.jpg,3,375,500,diningtable,116,236,370,375
2010_000463.jpg,3,375,500,chair,127,242,241,375
2010_000463.jpg,3,375,500,chair,234,232,326,375
2010_000463.jpg,3,375,500,chair,316,208,401,365
2010_000463.jpg,3,375,500,chair,112,196,146,328
2010_000463.jpg,3,375,500,chair,170,199,216,235
2010_000463.jpg,3,375,500,chair,252,196,301,240
2010_000463.jpg,3,375,500,person,295,162,310,170
2010_000463.jpg,3,375,500,person,249,163,288,194
2010_000463.jpg,3,375,500,chair,288,167,323,198
2010_000463.jpg,3,375,500,chair,242,162,277,206
